shading_percent,temperature_c,soil_moisture,yield_kg
32.0,23.2,50.8,16.73
55.4,22.3,58.4,13.36
68.3,25.8,74.9,7.81
40.8,22.8,61.6,13.58
21.3,25.8,69.9,7.06
62.9,25.8,63.8,11.68
48.5,23.9,66.3,11.02
46.0,21.8,58.0,15.38
37.3,27.2,59.1,16.53
45.2,25.4,72.4,10.67
68.9,24.5,50.8,11.23
61.0,27.0,61.6,10.07
29.1,23.0,62.7,12.83
36.2,23.3,53.0,15.75
54.8,19.3,58.0,12.46
19.7,25.1,69.9,13.33
23.0,23.8,60.2,12.6
54.4,23.3,55.8,15.07
25.9,23.0,62.0,10.54
33.0,24.0,58.7,10.88
57.9,26.5,66.3,10.54
36.4,24.6,61.2,12.04
66.6,23.6,60.5,7.38
60.2,26.2,67.0,9.64
61.3,23.6,44.7,12.07
45.7,23.9,59.1,14.67
35.7,25.9,62.3,9.89
49.3,28.4,61.6,7.89
59.1,23.5,67.7,10.13
47.3,21.3,54.0,14.54
35.9,21.8,62.7,11.33
74.8,21.7,59.8,7.94
73.2,27.8,63.4,10.18
45.2,24.8,65.9,11.32
45.0,24.8,65.6,11.33
56.8,28.1,67.4,10.43
69.7,24.4,62.0,10.62
27.7,25.6,58.4,12.42
56.4,22.8,53.0,18.16
25.5,26.6,67.0,11.99
56.3,25.3,62.0,10.01
42.4,21.7,68.8,10.7
38.9,21.7,61.2,13.66
53.4,24.8,71.3,7.4
53.6,21.3,54.0,15.33
46.2,27.7,72.8,10.88
53.2,24.3,62.3,9.56
36.6,26.8,58.0,12.86
39.4,24.2,54.0,20.24
28.9,23.5,55.1,15.61
60.6,23.9,66.3,8.97
60.5,25.9,62.0,12.27
44.7,22.2,62.7,10.99
43.3,23.7,67.4,9.58
53.0,27.9,67.0,7.11
43.8,20.4,58.4,14.94
57.5,20.4,63.8,12.38
69.2,25.9,69.5,11.72
25.9,22.0,51.9,14.03
74.4,19.3,57.3,8.35
33.7,26.1,56.2,17.69
50.7,22.2,72.8,5.35
74.1,28.4,59.1,7.87
40.6,27.7,74.6,7.3
34.7,22.7,65.2,15.73
20.9,23.5,73.1,7.52
54.7,26.3,53.3,10.01
54.4,21.6,56.6,16.42
60.5,22.7,56.6,11.38
48.2,25.5,65.6,7.72
14.7,24.4,54.8,14.2
43.6,25.3,61.6,10.15
27.5,23.8,62.7,9.87
44.1,24.2,53.3,12.61
43.1,24.4,72.4,12.55
31.3,20.7,52.6,13.74
25.6,23.7,59.4,13.34
39.0,25.2,59.4,15.36
48.8,22.1,51.9,14.94
49.6,23.9,58.4,12.38
73.9,25.5,58.7,9.86
51.3,25.1,72.8,8.28
61.7,25.3,58.4,14.58
57.0,25.5,69.9,11.58
40.7,23.1,54.4,16.22
48.2,23.4,56.6,15.64
37.7,27.2,59.8,15.14
50.6,29.0,68.8,8.16
64.4,22.5,62.7,10.64
35.3,24.9,68.8,6.85
74.5,26.3,63.8,10.96
41.8,24.3,56.9,12.67
39.6,25.4,50.1,14.76
40.8,23.0,55.5,12.66
57.9,24.7,71.3,7.93
63.6,26.3,68.1,7.86
32.7,20.8,61.6,8.8
50.2,22.7,51.2,10.33
58.5,24.9,55.1,13.84
59.2,31.4,62.3,10.35
28.4,22.6,65.9,11.52
67.0,22.7,58.0,15.02
66.2,24.7,61.6,10.49
29.1,23.7,51.5,15.02
46.4,22.7,62.3,11.54
51.9,24.9,66.3,8.25
35.5,24.4,49.0,13.1
26.3,24.4,58.0,14.1
38.2,26.1,52.2,19.38
58.1,27.5,71.7,7.14
56.0,26.6,68.4,7.6
66.3,22.5,59.1,11.33
54.1,22.7,64.1,10.63
59.7,25.1,53.0,11.94
33.5,23.3,63.4,9.49
49.2,21.9,56.6,12.71
37.4,23.7,63.4,14.82
48.3,23.6,67.4,10.34
41.0,25.2,68.1,9.85
66.1,20.4,54.4,9.35
64.8,22.2,64.1,11.85
57.4,24.9,63.0,11.68
80.4,23.3,54.4,11.78
66.2,24.6,64.1,11.19
45.6,19.5,51.2,13.28
48.2,21.1,54.0,15.36
32.7,25.8,67.0,10.0
26.9,21.3,52.2,14.96
76.9,22.6,60.2,9.44
49.9,22.7,66.3,9.32
37.6,21.9,49.0,13.92
50.3,24.0,72.0,9.21
25.0,22.5,64.8,13.83
49.0,23.0,72.4,7.19
44.3,26.7,53.3,18.33
57.9,23.9,71.0,6.37
36.3,25.0,68.4,7.89
45.8,26.5,63.4,9.14
25.4,20.2,50.1,13.09
63.1,25.4,56.9,6.99
49.2,21.6,53.3,14.05
43.3,24.0,52.6,13.09
39.4,18.6,56.9,13.15
63.8,22.0,55.1,11.81
60.1,23.9,64.8,7.34
39.3,25.5,62.0,12.14
35.3,23.0,61.2,10.41
34.2,23.7,57.6,14.83
17.2,26.8,76.0,9.07
47.7,22.8,60.2,14.82
54.7,23.7,53.7,15.77
52.1,27.4,72.4,7.92
18.9,26.2,67.0,10.35
24.1,25.1,67.7,6.9
39.6,26.1,74.2,11.52
32.2,24.8,61.2,12.57
60.2,23.4,70.2,9.25
68.0,26.3,64.8,11.62
37.3,27.2,62.7,7.24
52.9,19.9,63.8,7.3
28.5,20.6,63.4,7.72
42.9,22.6,51.9,11.52
32.0,26.0,61.6,14.08
42.8,22.2,63.4,13.07
43.9,22.2,58.0,13.04
57.1,23.7,71.0,9.12
49.9,22.5,57.3,14.9
58.7,25.6,75.6,8.83
53.3,22.9,63.8,10.47
48.0,22.6,57.3,14.15
23.7,21.5,65.2,10.86
71.0,21.7,68.4,10.24
39.8,20.1,45.4,14.62
40.7,18.9,58.0,11.42
63.1,25.8,58.7,12.29
25.5,22.8,61.2,14.79
59.8,24.8,73.1,10.21
59.2,25.1,68.1,4.59
48.6,19.8,61.6,9.59
18.5,24.8,65.9,11.69
26.4,27.1,56.6,16.61
46.3,23.9,55.5,12.07
63.0,25.2,58.4,11.33
42.8,24.7,67.0,8.17
25.8,24.1,71.0,9.89
23.1,20.5,58.4,12.71
52.4,22.9,55.1,15.3
29.8,23.0,54.4,16.19
31.9,25.6,57.6,13.63
54.5,26.3,65.6,12.25
48.9,21.5,62.0,14.63
74.3,22.9,62.7,6.59
50.0,23.0,62.7,10.59
37.0,24.3,61.6,12.61
51.9,24.0,63.4,12.52
41.0,22.4,65.2,10.05
42.8,19.9,56.2,12.58
34.2,25.5,62.3,9.25
55.7,25.6,63.4,8.7
44.4,21.7,49.0,13.92
32.9,23.2,52.2,13.39
38.1,25.2,62.7,12.75
64.1,24.9,72.0,7.58
63.0,22.2,60.2,11.27
66.5,25.8,68.1,6.81
56.6,20.3,62.3,13.39
31.9,22.5,63.4,10.34
63.9,24.2,69.5,5.61
49.1,22.3,59.8,17.11
51.2,25.8,61.2,11.53
46.7,22.7,62.0,9.31
63.0,21.1,61.6,12.21
59.8,27.1,67.4,7.42
62.5,25.4,60.2,10.39
47.7,21.5,59.4,10.76
45.7,22.6,58.4,10.71
37.5,26.3,67.7,12.11
68.3,21.8,59.4,11.13
74.5,23.6,67.0,9.86
54.5,27.7,56.2,12.03
64.2,23.5,63.8,7.46
42.2,22.9,60.2,11.53
51.7,25.5,65.6,12.68
55.4,24.6,55.1,9.77
47.8,27.4,67.7,11.01
71.3,27.5,73.5,4.77
50.7,19.5,56.2,11.84
30.8,24.2,52.2,14.74
55.3,25.5,66.6,10.67
66.6,22.7,66.6,6.51
31.0,22.3,47.2,10.58
63.3,22.9,73.1,8.56
55.0,26.4,55.1,11.9
59.0,31.1,62.3,10.4
38.6,22.6,69.2,10.43
26.2,20.5,55.5,12.79
38.2,21.2,68.8,7.09
59.5,26.4,55.5,12.55
66.5,25.5,71.7,8.64
41.0,25.1,67.4,3.64
28.8,24.8,57.3,10.92
45.6,24.4,56.6,11.02
27.8,24.9,59.8,15.44
50.2,25.9,63.0,8.2
32.3,24.5,53.7,14.94
41.6,23.4,70.6,11.23
67.2,25.3,61.2,14.27
52.8,21.3,65.6,7.36
54.5,22.2,56.6,12.95
39.4,23.1,67.7,9.69
51.9,23.2,48.3,11.13
66.1,26.9,70.2,9.8
42.6,23.4,69.2,12.74
40.3,23.4,50.1,16.36
40.6,23.5,54.0,17.06
28.8,25.4,73.8,10.78
62.9,25.3,59.1,13.72
58.9,23.5,62.3,10.98
26.7,25.6,61.2,13.75
53.4,22.6,54.8,12.34
76.9,27.1,67.7,12.98
46.2,24.2,65.2,13.37
21.2,20.8,56.2,15.95
45.6,27.7,73.8,10.26
57.5,27.1,68.8,7.76
39.0,25.1,56.9,11.2
35.8,21.6,59.4,13.72
40.6,22.5,68.4,7.64
40.3,25.8,74.2,5.26
33.8,23.6,59.1,11.86
43.6,22.2,54.8,15.43
33.7,26.5,73.5,7.64
55.6,20.7,51.9,8.72
42.5,23.4,63.4,15.97
68.9,25.5,65.2,9.45
37.8,22.2,63.0,10.54
60.6,22.0,66.3,9.94
54.2,21.9,60.9,10.13
39.3,23.5,67.7,5.94
49.3,23.0,69.9,6.9
47.0,23.0,54.8,10.65
64.6,22.3,63.8,10.89
65.7,23.8,63.0,7.79
65.2,23.2,70.2,7.09
50.4,25.4,62.0,13.88
40.3,25.5,67.4,5.17
48.7,23.9,73.8,7.34
24.7,22.8,71.7,14.15
40.3,24.2,58.0,15.86
32.0,23.8,69.2,7.45
67.1,21.4,53.0,13.75
54.3,24.8,62.0,10.38
29.6,26.7,59.4,9.61
46.8,23.8,52.2,15.99
65.6,26.7,63.0,10.69
51.1,21.0,53.0,14.75
55.2,25.0,54.8,12.04
54.9,23.2,57.3,11.11
39.9,25.9,64.1,13.25
31.4,24.9,64.5,14.21
36.9,20.4,64.5,8.48
41.7,22.5,53.0,11.81
54.3,20.2,68.8,6.5
19.8,21.7,65.6,10.53
40.8,22.7,52.6,11.7
35.8,22.5,68.1,11.22
44.7,23.3,73.1,10.84
20.4,20.3,60.9,8.34
39.2,22.0,56.9,16.07
72.6,23.7,65.6,5.68
42.4,23.8,67.0,5.55
41.6,22.5,68.8,7.01
43.6,23.7,59.1,15.39
30.4,27.4,78.2,10.71
32.2,23.3,59.1,12.79
40.3,28.1,65.6,10.73
44.1,23.2,68.1,7.85
45.9,23.3,73.5,7.46
20.5,24.9,54.4,20.33
17.7,27.5,78.9,7.97
58.4,25.6,67.4,9.89
29.4,22.4,56.2,14.72
51.3,24.9,57.3,13.05
62.1,23.5,60.9,9.68
47.4,21.3,56.9,12.19
47.6,24.1,60.2,14.69
53.7,24.4,66.6,8.95
62.3,25.1,64.8,10.01
40.1,21.6,51.5,13.69
42.3,26.6,68.1,6.08
59.1,24.7,73.8,7.08
59.6,21.9,60.9,12.64
23.2,24.5,63.0,17.03
64.4,22.3,52.6,10.42
41.4,21.9,56.6,11.79
45.9,23.7,58.7,12.1
64.6,24.8,56.6,12.01
40.5,26.3,75.3,6.75
71.1,25.3,59.4,11.46
69.7,24.4,57.6,11.53
40.9,27.8,69.2,12.52
28.9,24.9,55.1,14.04
46.0,22.6,55.1,13.63
32.3,23.3,64.1,14.25
25.3,24.6,57.3,14.0
48.0,25.0,68.8,8.96
40.5,25.0,65.2,9.03
64.0,26.0,66.6,9.66
33.3,20.2,63.0,12.13
42.8,24.0,65.9,10.64
49.0,24.4,53.7,15.62
64.3,22.8,58.4,13.83
44.3,24.0,60.2,9.85
39.7,24.7,72.4,10.62
60.1,24.6,68.4,8.46
33.1,24.6,61.6,13.62
53.4,25.9,78.2,7.09
41.9,22.3,67.7,10.58
43.7,24.5,58.0,13.02
53.4,20.1,60.5,14.54
43.9,29.1,63.4,11.94
47.8,26.8,56.2,16.86
25.9,25.2,64.5,12.01
25.0,22.7,55.1,14.33
46.6,22.7,62.0,10.29
55.1,25.1,71.0,8.45
61.1,22.4,62.3,11.51
44.4,23.0,67.0,10.01
63.9,23.6,62.7,10.28
49.1,23.6,68.1,9.76
52.0,24.1,64.8,9.24
14.4,28.8,64.1,12.29
51.8,23.7,62.0,13.17
50.8,22.7,61.6,10.45
38.5,24.0,53.7,15.12
69.9,24.0,61.6,8.42
52.3,23.2,54.0,15.55
55.7,21.2,62.3,6.16
65.0,23.7,75.3,5.63
